"”Kita berharap dengan dijatuhkan oleh Presiden jeruk purut ke Danau Toba, bahwa Danau Toba ini akan menjadi danau yang aman, danau yang tenang untuk dilalui semua pelayaran-pelayaran yang ada di Danau Toba,” ungkapnya",neutral
bakmoy favorit kami sekeluarga . rasanya gurih dan super enak . ditemani dengan es jeruk dan kerupuk putih . super yummy deh . harga sangat terjangkau . lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasi nya . rekomendasi tempat .       ,positive
"Semua komponen partainya bergerak, termasuk dengan vaksinasi yang dilakukan melalui Yellow Clinic selama pandemi",neutral
"Dengan cara ini, politisi berusaha menunjukkan siapa dirinya",neutral
"kebetulan lokasi ini kebanggaan dengan rumah tinggal saya , secara pribadi dan keluarga sering makan di sini , bersih , harga wajar dan rasanya enak pas buat di lidah saya dan keluarga       ",positive
"penasaran dengan firewings yang digadang-gadang pedas nya mantap akhirnya kami mampir ke richeese . pesan paket untuk berdua , si aa kecil yang tidak doyan pedas jadi pesan yang biasa saja . pas dimakan memang mantap . pedas nya nampol , tetapi saat dicocol dengan saos keju ada sensasi beda . lumer panas di mulut . poko nya harus coba deh ! ",positive
"Namun, menurut Syahrial, Robin tidak pernah menjelaskan siapa pimpinan yang dimaksud itu",negative
Sementara pemilu 2024 masih lama,neutral
"selain makanan nya yang enak , tempat nya sangat unik dan kereen banget . udara nya segar dan sangat rindang   ",positive
Bahkan non-Muslim mensponsori juga untuk membangun karena dari segi bisnis ini juga menguntungkan,positive
pangsit goreng dengan berbagai saus nya lumayan enak lupa nama menu nya . tempat yang hommy seperti berasa dirumah sendiri . ada taman keluarga .      ,positive
Konten ini banyak muncul di Twitter,neutral
"kasihan , padahal kalau tidak ada polling denny siregar cebong girang sekali , sayang , dipupus oleh kalah telak nya jokowi di polling denny . ",negative
9 penambang tewas tertimpa longsor di pakistan ,neutral
sandi memang hebat dalam memimpin      ,positive
jokowi sayang sekali sama cucu nya     ,positive
hukuman apa yang cocok ya untuk seorang setia novanto jika dia terbukti bersalah dalam kasus e-ktp ? hukuman mati kah ? penjara seumur hidup ? atau 20 tahun penjara saja ?    ,negative
"sirloin / tenderloin steak ala porto - nya top . dengan harga yang cukup murah dibandingkan harga steak di resto lainnya , kualitas makanan nya sangat baik . servis nya juga sangat baik sekali . saya sudah 3x ke porto . untuk kunjungan terakhir , ada beberapa keluhan di antara nya terdapat rambut di dalam salad yang langsung dibawa kembali ke dapur dan digantikan salad baru oleh pihak porto .    ",positive
beli ski aqua spt 50 harga nya 50k menyesal . padahal di mal 47k .     ,negative
"Dalam rekaman percakapan terpopuler, setidaknya ada dua hal yang dominan",neutral
"yang suka makan kepiting di sini tempat nya , coba rasa pedas bumbu padang nya . pertama dicoba biasa saja tapi makin lama makin terasa bumbu khas padang yang tidak berasa nasi sudah habis di piring dan bumbu padang nya yang mantap terus masuk dalam mulut . rekomendasi sangatlah",positive
"Makanan, minuman, kosmetik,  fashion , obat-obatan, farmasi",neutral
restoran ini top markotop . selain makanan nya enak . tempat nya juga membuat nyaman . ,positive
pemandangan bandung malam luarbiasa makanan nya enak enak tetapi harga nya luarbiasa juga jarak tidak terlalu jauh tapi pemandangan nya luarbiasa dan suasana nya asyik,positive
"Namun ternyata pada detik-detik terakhir menjelang pendaftaran peserta pilpres, Megawati dengan jiwa besar menetapkan Jokowi sebagai capres dari PDI-P",positive
"Berdasarkan suara publik yang terekam dalam berbagai survei, tingkat elektabilitas Ganjar memang konsisten berada di papan atas",positive
"Era Orde Baru, misalnya, orang dibuat terpukau oleh keberhasilan swasembada pangan di bawah pemerintahan Presiden Soeharto",positive
”Kami lihat nanti perkembangan wacananya bagaimana,neutral
indomie resmi jadi sponsor tunggal di kompetisi asia   ,neutral
"Kritikan dan masukan itu cukup baik dan kami jadikan sarana meningkatkan kinerja anggota legislatif kami di pusat, provinsi, ataupun daerah,” tuturnya",positive
"Saat itu Bung Sjahrir bertanya kepada Mochtar Lubis, sebelumnya ia sudah bertugas di mana sebagai wartawan",neutral
Safari Lebaran,neutral
"Meskipun acara diselenggarakan oleh PDI-P, dalam tata letak festival, panggung, ataupun stan peserta pameran amat jarang ditemui bendera ataupun logo PDI-P layaknya sebuah acara yang diselenggarakan oleh partai politik (parpol)",neutral
"tegakkan kepala mu jenderal sby karena pemimpin selalu memiliki takdir berli ku , kelak engkaulah yang mengibarkan panji partai demokrat keseluruh penjuru jawa barat dengan konsep pemerataan kesejahteraan . ",positive
"Saat ini, partisipasi publik dalam penentuan kebijakan dan penyusunan legislasi dinilai minim sehingga jauh dari aspirasi masyarakat",negative
"Namun, partai-partai politik parlemen yang lain menolak wacana tersebut",negative
"Namun, pertumbuhan ekonomi nasional Indonesia selama ini banyak bergantung pada sektor konsumsi, terutama konsumsi masyarakat",neutral
"pertama kali datang ke tempat ini ekspresi saya dan teman saya adalah wow ! kami semua merasa senang melihat pemandangan dari resto ini . untuk harga makanan sekelas kafe seperti sierra yang biasanya hanya menjual pemandangan , sangatlah worth it karena makanan nya enak-enak dan harga nya masih masuk akal . saya suka chicken au gratine nya , enak sekali .  ",positive
pilihan seperti baso-baso dan lain-lainnya banyak di sini macam-macam dan unik-unik . selain suki di sini juga bisa bakar-bakar an     ,positive
"halo kali ini saya akan mencoba makan siang di po ketiam , saya memesan berbagai macam dim sum , nasi campur , mi ayam , dan bakso . tidak ketinggalan minuman wajib china tea . makanan nya sangat enak dan lezat . tempat nya nyaman , tidak merokok area . saya sangat merasa puas sekali makan di sini . terima kasih .    ",positive
"Namun, partai politik diingatkan agar agenda konsolidasi tak sampai mengesampingkan kondisi masyarakat yang kesulitan menghadapi pandemi Covid-19",negative
"Anggota KPU, Idham Holik, menyampaikan, Sipol untuk mendukung pelaksanaan tugas jajaran KPU pusat hingga daerah, untuk memverifikasi kelengkapan pemenuhan persyaratan parpol peserta pemilu",neutral
tempat nya cukup nyaman dan makanan nya cukup enak . harga nya pun tidak terlalu mahal . tempat yang enak untuk berkumpul bersama teman daripada keluarga . menu nya juga cukup unik dengan cara memesan bumbu yang diinginkan lalu memilih jenis pasta nya . menu favorit saya creamy bloody mary baked .     ,positive
Polemik itu telah membuat sejumlah pihak bersimpati kepada Demokrat,positive
sunda miskin minggir ! cina seperti mau lewat !,negative
"hei polisi haram di indonesia , hidup kalian itu ampas ! hampir sama dengan seorang pengemis ataupun pecundang di luar sana yang mengemis meminta santunan . anak yatim dan pengemis layaknya tidak pernah hidup sehina kalian , kalian perlu tahu , si kiki inilah nantinya yang akan mematikan semua polisi  ",negative
"Ini sebetulnya bagian dari tindak lanjut rakernas dan rapimnas, Maret 2021,” ujar Ace yang juga Pelaksana Tugas Ketua Dewan Pimpinan Daerah (DPD) Partai Golkar Jawa Barat",neutral
"Viralnya acara lawak Lapor Pak di Trans7, beberapa hari lalu, juga dapat saja disebut sebagai pencitraan bagi Anies Baswedan",neutral
setiap kali ke bandung selalu setia mampir ke sini . selain batagor ada mi dan juga di depan nya ada buah es dll. juga selalu beli untuk dibawa ke pulang      ,positive
"Popularitas Puan meningkat dari 50 persen menjadi 60 persen, sedangkan Airlangga juga meningkat dari 25 persen menjadi 33 persen",neutral
"kami makan sate ini di food court riau junction , rasa sate dan bumbu nya enak , terasa sekali kacang dan bawang nya . ",positive
admin tolong bantuan nya untuk akun tokopedia il ham dengan email ilhamkhoirunnafik.com,neutral
"untuk noahs baru di sini . tersedia makanan , makanan dibuat oleh ex - chef dari kapal pesiar , sehingga makanan bernuansa cita rasa eropa dan professional sesuai harga 50 - 150 ribu wifi oke jika di dalam ruangan , di luar ruangan dekat kolam setengah pemandangan nya indah dan santai . wifi lemah di luar untuk di dalam ruangan . udara luar suka masuk jika ada mobil datang . sehingga udara bensin / solar tercium .      ",positive
"Apalagi dengan beban pekerjaan yang berat pada Pemilu 2024, syarat kesehatan mental dan fisik ini akan sangat menentukan bagi mereka dalam menjalankan tugas sehari-hari",neutral
"kfc yang sudah sangat lama berdiri di bandung sejak sekolah dasar saya sudah makan di sini , lokasi dekat dengan kantor ada tempat bermain anak , resto cukup luas bisa digunakan untuk ulang tahun anak       ",positive
"braga permai merupakan restoran yang masih menjadi primadona di jalan braga . suasana di sana memang juara . tampak luar saja kita sudah bisa melihat suasana zaman dulu nya bandung di masa zaman kolonialisme . ada sisi luar dan sisi dalam . sisi luar untuk merokok dan dalam non merokok . tapi saya menyarankan untuk dapat duduk di sisi luar meskipun anda tidak merokok , karena tidak tercium .     ",positive
"selain dari lokasi dan suasana nya yang asyik sekali , juga pelayanan nya oke banget dan tidak mahal . ! jadi kalau kita ingin menikmati dan merasakan sensasi kota bandung dari ketingian , . ya di sinilah tempat nya :      ",positive
"restoran dengan pemandangan bukit-bukit kecil , lembah hijau , udara yang segar dan suara-suara burung . saat yang tepat menikmati pemandangan adalah di saat afternoon tea . suasana yang sangat tenang dengan perpaduan warna langit menuju sunset dan backsound smooth jazz . , hanya sayang sikap para pelayan tidak mendukung keindahan suasana dan pemandangan restoran . untuk manajemen sebaiknya bisa memberikan pelatihan agar mereka bisa bersikap lebih elegan .   ",positive
Sementara tahapan penyelenggaraannya akan dimulai 14 Juni 2022,neutral
"Contohnya ujian SIM secara online , yang semula masyarakat kesulitan, sekarang bisa dilakukan secara online",neutral
"Selain itu, juga momentum untuk memperkokoh rasa persatuan dan kesatuan",positive
"ayam djogja menjual ayam utuh yang sudah dibumbui kecap , rasanya manis gurih , daging nya empuk . dijual per ekor . sudah ada sejak zaman dulu .      ",positive
"faktor demokrat shingga demiz ditinggalkan . demokrat yang perusak demiz . dari awal demiz tolak meikarta , demokrat mendekat meredam demiz , gerindra ogah distir demokrat . maka dari itu sudrajat di kedepankan karena harus satu visi      ",neutral
"Begitu tiba di gerbang pesantren, Pengasuh Ponpes Salafiyah Syafi’iyah KH Azaim Ibrahimy segera menyambut dan memberi cendera mata berupa selembar serban",neutral
"Selain itu, juga terdapat koalisi ukuran minimum yang dibentuk berdasarkan kekuatan yang dibutuhkan dan dimiliki setiap partai",neutral
Lobi-lobi politik dalam seleksi calon anggota KPU dan Bawaslu periode 2022-2027 terungkap dari sejumlah anggota Komisi II DPR,negative
buka ig cuma menghabiskan kuota selalu iri hati selalu merasa kurang   ,negative
Puan meminta pengusutan dan penanganan insiden tersebut mencakup pula identifikasi persoalan dan pencegahan yang menyeluruh agar kejadian serupa tak terulang apalagi meluas,neutral
"Dalam survei nasional (surnas) yang dilakukan oleh Indostrategic, misalnya, elektabilitas ketiga tokoh tersebut masih tertinggal dibandingkan dengan tokoh lainnya yang dinilai berpotensi menjadi calon presiden",negative
"Ai Maryati Solihah menambahkan, keterwakilan perempuan ini sebagai pintu masuk dan komitmen besar bagi Komisi II DPR dalam mendorong pemilu yang lebih demokratis dan inklusif ke depan",positive
"Wakil Ketua Umum Partai Gerindra Irfan Yusuf Hasyim saat dihubungi, Minggu, mengatakan, secara resmi Gerindra belum mendeklarasikan koalisi bersama dengan PKB",neutral
Bangsa Indonesia memiliki sejarah panjang tentang konflik,neutral
"beli 1 nasi goreng biasa , 1 nasi putih dan 1 soto mesir . untuk nasi goreng nya jujur tidak enak ya khusus yang suka rasa rempah-rempah saja . tetapi soto mesir nya top rasanya , rempah-rempah nya menyegarkan , belum sempat coba kambing bakar nya . selanjutnya tim datang lagi buat coba . terima kasih ",positive
"saya sudah dua kali pergi kemari . saat pertama , saya memesan combo steak dengan isi 100 gr sirloin steak dan 100 gr tenderloin steak . makanan yang saya pesan enak . namun tante saya memesan tenderloin 300 gr . dia tidak menghabiskan makanan nya karena alot .  ",positive
Konsekuensi pilihan presiden,neutral
tidak akan salah ketika anda mencoba makan malam atau makan siang di sini tempat nya nyaman makanan juga uptodate . enak semua boleh dicoba saya paling suka pizza nya . khas nya itu lawang wangi gedung besar berwarna putih lalu banyak spot untuk ambil gambar untuk harga cukuplah dan saya tidak bosan untuk selalu balik lagi ke siniii ,positive
"kalau tidak punya uang buat beli komik tapi juga ingin nongkrong . datang saja ke sini . koleksi komik nya lengkap . makanan minuman nya sebenr nya hanya fixture tambahan , tapi cukup lumayan . harga nya juga murah khas mahasiswa .",positive
"bakmi ini letak nya di jalan . kejaksaan , sudah terkenal deh kalau mau bakmi rica pasti ke sini . mi rica nya benar-benar pedas . porsi nya juga lumayan deh mengenyangkan .  ",positive
paling favorit di resto ini adalah bubur 3 rasa . 1 mangkok besar bisa untuk berdua sama suami . lalu banyak menu nya untuk tambahan makan sama bubur . harga dan rasa sesuai . dan yang pasti teman makan bubur adalah hot chinese tea hmmm . enak !  ,positive
"selalu datang ke sini di kala kelaparan dan ingin makan jajanan jalanan yang murah meriah . lokasi nya ada di jalan veteran , terakhir kali datang masih di ruko sempit sisi kanan jalan . menurut teman , mereka akan kembali ke tempat di sebelah kiri jalan menempati bangunan lebih luas yang masih dibangun . rasanya nikmat .    ",positive
"Busuk itu,” tegas pria yang akrab disapa Romo Magnis ini melalui video yang diputar dalam Kongres Kebangsaan ”Ikhtiar Memperadabkan Bangsa”, Kamis (28/10/2021), di Kompleks Parlemen, Jakarta",negative
"waspada bahaya sepsis , infeksi fatal yang bisa merenggut nyawa",neutral
"Foto ini diambil hari ini di Jln Padjajaran, Bandung, pas keluar masuk Bandara Husein Sastranegara",neutral
"sensasi makan yang menyenangkan , di saung sendiri , makanan enak , pelayanan cepat , suasana sejuk . hanya saja kebersihan dalam saung agak kurang , bantalan / lantai kotor . porsi makanan nya pas banget , ditambah pelayan di sini respon nya bagus ! akan kemari lagi suatu saat ",positive
"kejadian ini bukan baru pertama , sudah restart berkali-berkali , sulit !      ",negative
Kapal besar,neutral
"toko oleh-oleh yang satu ini menggabungkan konsep nya dengan kedai , yang sangat enak , mulai dari interior ruangan nya yang sangat nyaman , lalu snacks oleh-oleh yang enak serta terjangkau .",positive
"di sini unik memang , dalam satu lokasi terdapat tiga warung yang melayani aliran menu masakan . ada warung menu ala indonesia , ada warung menu ala kantin , dan ada menu ala barat / asian . pegawai nya , kasir nya , seragam nya , ada tiga . di sini khas nya makanan bebek bali dan minuman gadis bali . menu ala sunda juga banyak . kalau pesan ala cangkan kudu datang sendiri .      ",positive
pasukan israel bersiap bongkar pemukiman palestina di tepi barat       ,neutral
"Namun, penjelasan resmi terkait keberan informasi tersebut, dan sikap Presiden Jokowi terhadap usulan perpanjangan masa jabatan dua tahun lagi dengan cara menunda Pemilu 2024, hingga kini belum terkonfirmasi dan masih ditunggu",negative
"Utang ini pun bukan semata utang pemerintah, melainkan juga utang swasta",negative
"Di sisi lain, hasil TWK juga tetap berguna menjadi alat pertimbangan dalam penempatan kerja mereka, selain tetap mengikuti pembinaan",positive
"Ia menilai, para elite politik sebaiknya bersikap arif, bijaksana, serta mementingkan masa depan bangsa dan negara di atas kepentingan individu dan kelompok",positive
saya puas dengan games mobile legend   ,positive
fpi : postingan ade armando menghina habib rizieq dan ulama    ,neutral
sejak sekitar 12 tahun lalu abuba steak adalah merupakan tempat favorit bagi keluarga kami untuk makan dengan menu steak . saya dan anak saya sangat menyukai rasa maupun suasana restoran nya baik yang berada dijakarta maupun bandung .     ,positive
"beberapa kali saya coba makan malam di sini . pelayanan nya sangat buruk , kurang responsif kepada pengunjung . terakhir saya datang , saya harus mendatangi kasir untuk meminta menu . terakhir saya coba makan pempek di sini , tidak seperti dari asal nya , rasanya kurang enak dan tidak disediakan sambal . sangat tidak memuaskan       ",negative
"Namun, tidak mendapatkan respons yang sepadan dari pemerintah",negative
Dan muncullah baju kotak-kotak,neutral
"Dalam Survei Kepemimpinan Nasional Kompas terbaru, elektabilitas Partai Demokrat melonjak dari 5,4 persen pada Oktober 2021 menjadi 10,7 persen",positive
"warung mak aneh yang ada di dalam gang terasana 132 nampak bersih , enak dan pelayananan yang cepat . untuk masuk kemari mobil harus parkir di depan rs melinda atau gang disebelah rs melinda , jalan pajajaran . setelah itu jalan kaki sekitar 50 miliar kerah dalam . warung ini buka jam 07.00 - 16.00 atau sampai habis . biasanya jam 14.00 sudah habis .       ",positive
Hal ini terutama untuk mendorong penurunan kemiskinan dan penyediaan lapangan pekerjaan,positive
"Sementara dari sisi ideologis, koalisi dapat dibangun atas dasar persamaan pandangan atau kedekatan terkait kebijakan",neutral
Analogi kuda hitam dipilih karena kisah dari Amerika Serikat pada abad ke-19 tersebut digunakan untuk memberikan semangat kepada para kader Partai Demokrat agar tidak berkecil hati,positive
"”Walaupun kecewa dengan keterbelahan itu, saya lihat ada harapan karena Pilgub 2017 itu, kan, Pak Ahok (Basuki) suaranya tidak kosong-kosong amat, ada 42 persen,” ujar lulusan Fakultas Hukum Universitas Indonesia itu",neutral
"”Andika Perkasa sedang mendapatkan momentum karena baru dilantik menjadi panglima dan kegiatannya selalu diekspos,” kata Yunarto",positive
pertama kali menikmati mi naripan di kota bandung cukup berkesan bagi saya . mie nya enak dan potongan daging babi cincang nya juga gurih . apalagi ditambah dengan pangsit kuah nya yang lezat .      ,positive
Penjajakan untuk membentuk koalisi dilakukan karena PKB ingin mengusung Ketua Umum Muhaimin Iskandar sebagai calon presiden,neutral
"Kendati demikian, PKS menyadari tidak bisa mengusung capres-cawapres sendiri",negative
"”Tetapi, isu itu, kan, tidak terdengar oleh publik, sekalipun pengejaran aset BLBI itu terus dilakukan oleh pemerintah",neutral
"kalau ada yang pindah ke twitter karena muak sama orang , iri , ya mungkin psikologis kamu yang bermasalah     ",negative
"Sebab, mereka adalah partai yang pernah berkuasa selama dua periode dan pernah menjadi pemenang pemilu",positive
"Dari sembilan partai politik (parpol) di parlemen, setidaknya sudah lima parpol yang menolak gagasan penundaan Pemilu 2024",negative
rasanya enak . meresap . tidak bosan dengan ada nya menu baru setiap datang lagi sekitar 3 bulan jeda waktu sambal nya pas dan mantap rasanya akan lebih baik lagi kalau kitchen dipisahkan dari ruangan pelanggan . agar asap dari dapur tidak memenuhi ruangan lain . mantap .       ,positive
"Sebab, masyarakat dan media massa mengawasinya",neutral
"sepanjang jalan kepala adem banget , segar seperti habis pakai sunsilk hijab . ",positive
"warung madtari di jalan . rangga gading ini buka 24 jam dengan ruangan yang cukup luas sehingga menjadi pilihan saya dan teman-teman saya untuk hang - but . lokasi nya mudah dicapai dan selalu ramai saat jam makan malam , tetapi tidak perlu sampai antre . tempat parkir juga cukup lebar untuk menampung sepeda motor dan beberapa mobil .       ",positive
"Setelah itu, dibutuhkan dua kemampuan lain",neutral
"Selain soal tingkat kepuasan pada kinerja Presiden, hasil survei memperlihatkan terus menurunnya penilaian publik atas kondisi penegakan hukum ",negative
tempat yang bagus kalau dinikmati malam hari . cukup nyaman . harga cukup terjangkau . favorit saya steak tenderloin nya . cukup enak .,positive
indosat itu bikin gue marah marah terus,negative
"tidak perlu bingung untuk mencoba cita rasa sunda dari mulai camilan hingga makanan berat . di sinilah tempat nya ! pertama-tama anda akan dipersilakan untuk antre prasmanan sunda dengan berbagai pilihan nasi , lauk dan lalapan . kemudian , anda dapat memilih minuman tradisional yang pas sebagai pendamping makanan anda , tak lupa juga ada camilan camilan khas karuhun seperti kue balok yang nikmat disantap sehabis makan .       ",positive
"Di pemilu pertamanya pada 2019, ia harus berjuang mengenalkan dirinya ke masyarakat di dapil DKI Jakarta IX (Cengkareng, Kalideres, Tambora di Jakarta Barat)",positive
"kayak nya pagi ini macet banget ya sudah tur di bus lebih dari sejam , tetapi tidak sampai-sampai juga .       ",negative
pemerintah bebaskan bea masuk produk palestina - siaran pers   ,neutral
"dulu restoran ini merupakan favorit saya karena harga nya yang relatif dijangkau dan rasanya yang lumayan . namun sekarang , sepertinya ada penurunan rasa dari makanan nya sehingga tidak spesial lagi . kadang-kadang kalau sedang penuh , kita harus reserved tempat dan juga yang agak mengganggu adlaha pelayanan nya akan menjadi lebih lambat . makanan nya cukup bervariasi walaupun porsi nya tidak banyak atau besar tetapi patut dicoba bagi kalian . lanjutan      ",positive
"Dari responden pemilih Golkar, misalnya, separuh lebih (64,5 persen) tidak yakin KIB akan konsisten dalam koalisinya, terutama jika nanti mengalami kekalahan di pemilihan presiden",negative
”Warna oranye PKS ini kan melambangkan keceriaan,positive
"Aku ingin mengetahui pendapat Bung Karno sendiri,” ujar Khairul",neutral
"Andika memperkirakan, paparan visi, misi, dan fokus implementasi berlangsung selama lima menit",neutral
"Doli mengatakan, saat ini DPR masih menunggu surat resmi dari Presiden Joko Widodo terkait 14 nama calon anggota KPU dan 10 nama calon anggota Bawaslu",neutral
"Hingga saat ini, program vaksinasi nasional telah menjangkau 58,7 juta orang",neutral
"indosatcare apa , di dm tidak pernah blues ini paketan yelow kata nya 1000 1 gb kok kepotong nya 10 ribu bagaimana nih ?       ",negative
yang saung di atas danau ada minimal order minimal 6 orang . lalu ada biaya sewa saung 250 ribu / 2 jam . makan di food court dalam agak murah . tempat nya bagus .    ,positive
hari ini aku lagi kesal marah ingin rasanya saya bakar saja ini kartu indosat  ,negative
tidak rindu    ,negative
Jangan kemudian sikap Presiden itu coba diubah untuk hal-hal yang pragmatis,negative
"Disusul Agus Harimurti Yudhoyono (1,9 persen), Mahfud MD (1,2 persen), dan Gatot Nurmantyo (1,1 persen)",neutral
kelezatan batagor dan siomay kingsley terletak pada kandungan ikan tenggiri sebagai bahan baku dan berpadu dengan bumbu serta rempah pilihan . kedai kecil ini selalu padat pengunjung dan tersedia pula pilihan makanan lain seperti mi ayam dan es campur . baru-baru ini kedai direnovasi cukup besar untuk menambah daya tampung dan kenyamanan .  ,positive
